"Age","Work_Experience","Family_Size","Segmentation","Gender (to number)","Ever_Married (to number)","Graduated (to number)","Profession (to number)","Spending_Score (to number)","Var_1 (to number)","Segmentation (to number)","ID"
42,0,1,"D",1,0,1,6,0,0,0,2793
68,1,3,"C",1,1,1,4,1,1,3,2794
65,1,1,"A",0,1,1,4,0,1,1,2795
43,0,4,"D",0,1,1,4,0,1,0,2796
39,0,2,"B",0,1,1,4,1,1,2,2797
89,1,2,"B",0,1,0,2,2,1,2,2798
37,0,2,"B",1,1,1,3,0,0,2,2799
29,1,2,"D",0,0,1,0,0,1,0,2800
27,1,3,"D",0,0,1,0,0,0,0,2801
88,1,1,"A",0,1,0,2,0,1,1,2802
48,0,2,"B",1,1,1,6,1,1,2,2803
70,0,2,"D",1,1,0,8,2,0,0,2804
52,6,1,"C",0,0,1,4,0,1,3,2805
25,3,5,"D",1,0,1,0,0,0,0,2806
48,0,2,"B",1,0,1,4,0,1,2,2807
50,1,3,"C",1,1,1,4,2,5,3,2808
39,11,1,"A",0,0,1,4,0,2,1,2809
29,2,8,"B",1,0,1,0,0,6,2,2810
31,1,4,"C",0,0,0,6,0,1,3,2811
41,4,2,"A",0,1,1,4,1,5,1,2812
27,0,8,"D",0,0,1,4,0,0,0,2813
56,1,3,"B",0,1,1,3,1,1,2,2814
32,2,2,"C",0,1,1,7,1,3,3,2815
59,4,4,"C",1,1,1,4,1,2,3,2816
87,0,1,"C",1,1,1,4,0,1,3,2817
41,0,3,"C",1,0,1,0,0,1,3,2818
55,1,5,"B",1,1,1,3,1,1,2,2819
52,1,3,"C",1,1,0,4,1,0,3,2820
61,1,2,"C",1,1,1,4,2,3,3,2821
46,1,1,"B",0,1,1,4,0,1,2,2822
46,1,2,"C",1,1,1,1,1,1,3,2823
36,8,2,"B",0,1,1,4,1,1,2,2824
36,1,4,"B",0,1,0,4,1,5,2,2825
58,0,4,"C",0,1,1,5,1,1,3,2826
25,2,1,"A",0,0,1,4,0,1,1,2827
65,7,2,"C",0,1,1,4,2,1,3,2828
89,1,3,"B",1,1,0,2,2,1,2,2829
39,1,2,"A",0,0,1,3,0,1,1,2830
89,3,3,"A",0,1,1,5,0,1,1,2831
59,1,4,"D",1,1,0,8,1,4,0,2832
47,0,2,"B",1,1,1,4,0,4,2,2833
41,7,2,"B",1,1,1,4,1,1,2,2834
19,0,4,"D",1,0,0,3,0,1,0,2835
74,1,2,"A",0,1,1,2,2,1,1,2836
50,1,3,"C",0,1,1,4,1,1,3,2837
23,1,3,"D",0,0,0,3,0,0,0,2838
28,8,2,"B",1,1,1,4,0,1,2,2839
59,11,3,"C",0,1,1,5,2,1,3,2840
42,8,1,"A",1,1,1,6,0,1,1,2841
35,0,2,"B",0,1,1,1,0,1,2,2842
56,8,3,"C",0,1,1,4,1,1,3,2843
50,1,4,"B",0,1,1,3,1,3,2,2844
39,4,4,"B",0,1,1,3,1,1,2,2845
52,1,4,"C",0,1,1,4,1,3,3,2846
76,0,2,"A",0,1,1,2,0,1,1,2847
36,1,1,"A",0,0,0,3,0,1,1,2848
26,6,2,"D",0,0,0,6,0,1,0,2849
39,9,2,"A",0,1,1,3,0,1,1,2850
18,8,4,"D",1,0,0,0,0,0,0,2851
43,1,2,"A",1,0,1,0,0,0,1,2852
63,1,2,"B",0,1,1,3,2,2,2,2853
36,5,2,"B",1,1,1,4,0,0,2,2854
81,0,2,"A",1,1,0,2,2,1,1,2855
37,9,2,"C",1,1,1,4,0,1,3,2856
47,1,4,"C",1,1,1,4,1,1,3,2857
67,0,1,"B",0,1,1,4,0,3,2,2858
36,1,1,"A",1,0,1,4,0,1,1,2859
30,0,3,"A",1,0,0,3,0,1,1,2860
40,12,1,"D",0,0,1,6,0,5,0,2861
19,2,4,"C",0,0,0,8,0,1,3,2862
32,1,5,"A",1,1,0,6,0,1,1,2863
27,1,7,"A",1,0,1,0,0,5,1,2864
73,1,2,"A",1,1,0,2,2,1,1,2865
29,0,2,"A",1,1,1,7,2,3,1,2866
28,0,3,"D",0,0,0,3,0,3,0,2867
33,1,4,"D",0,0,0,6,0,1,0,2868
67,1,2,"D",0,1,1,8,0,2,0,2869
73,0,1,"A",0,1,1,4,0,1,1,2870
42,1,2,"B",0,1,1,4,0,3,2,2871
32,9,2,"D",0,0,1,0,0,1,0,2872
53,1,5,"A",0,1,1,5,2,3,1,2873
42,0,2,"B",0,1,1,5,2,1,2,2874
50,9,2,"A",1,1,0,4,2,0,1,2875
19,3,3,"D",1,0,0,0,0,1,0,2876
82,0,1,"D",0,1,1,2,0,1,0,2877
82,0,2,"B",0,1,0,5,2,1,2,2878
38,7,1,"A",1,0,1,4,0,1,1,2879
38,0,5,"B",0,1,1,6,1,1,2,2880
48,1,1,"B",1,0,1,7,0,3,2,2881
22,9,4,"D",0,0,0,0,0,1,0,2882
30,0,2,"C",0,1,1,4,1,3,3,2883
31,1,3,"B",0,0,0,0,0,5,2,2884
35,2,4,"D",1,1,0,1,2,0,0,2885
27,6,6,"D",1,0,0,1,0,0,0,2886
40,0,3,"D",0,1,0,5,0,1,0,2887
62,8,1,"D",0,1,1,4,0,1,0,2888
30,8,2,"C",0,1,1,0,0,1,3,2889
67,1,3,"C",0,1,1,3,1,1,3,2890
38,0,2,"C",0,0,1,4,0,1,3,2891
37,7,4,"A",1,0,1,4,0,0,1,2892
26,5,2,"D",1,0,1,0,0,1,0,2893
61,2,4,"C",0,1,1,3,1,1,3,2894
22,1,3,"D",0,1,0,3,1,0,0,2895
47,0,5,"C",1,1,1,4,1,1,3,2896
67,1,2,"B",0,1,1,2,2,1,2,2897
38,1,6,"A",0,1,1,4,0,1,1,2898
36,0,1,"A",1,0,1,1,0,0,1,2899
29,0,8,"D",0,0,0,3,0,0,0,2900
28,1,8,"C",0,0,0,0,0,0,3,2901
41,1,7,"D",0,1,0,5,0,0,0,2902
35,0,5,"C",1,1,1,4,1,0,3,2903
39,9,1,"A",0,1,1,3,0,1,1,2904
73,1,2,"C",1,1,1,4,2,1,3,2905
22,4,3,"A",0,0,0,8,0,1,1,2906
40,8,5,"D",0,1,0,5,2,0,0,2907
30,0,4,"C",1,0,1,1,0,3,3,2908
32,1,2,"A",0,0,1,6,0,1,1,2909
38,1,3,"A",0,0,1,3,0,1,1,2910
26,8,4,"D",1,1,0,7,1,5,0,2911
41,0,3,"B",0,0,0,6,0,0,2,2912
56,2,2,"D",0,1,1,3,1,1,0,2913
61,0,2,"B",0,1,0,5,2,4,2,2914
40,0,4,"B",0,1,1,5,2,3,2,2915
83,6,3,"D",0,1,1,2,2,1,0,2916
22,1,4,"D",1,0,0,1,0,1,0,2917
22,9,5,"D",0,0,0,0,0,1,0,2918
72,0,1,"B",0,1,1,4,0,1,2,2919
27,0,2,"C",0,0,1,0,0,1,3,2920
35,5,3,"A",1,1,1,1,2,1,1,2921
42,0,3,"A",0,0,1,3,0,1,1,2922
30,1,2,"A",1,1,0,1,0,0,1,2923
73,0,2,"D",0,1,0,2,0,1,0,2924
68,1,2,"D",0,1,1,3,0,1,0,2925
46,0,1,"B",0,1,1,4,0,0,2,2926
48,1,1,"D",1,0,0,8,0,3,0,2927
49,0,5,"C",1,1,1,4,1,1,3,2928
26,0,3,"C",1,0,1,1,0,1,3,2929
49,1,2,"C",1,0,1,4,0,1,3,2930
81,7,2,"B",1,1,1,2,2,1,2,2931
56,4,2,"C",1,1,1,4,1,3,3,2932
26,4,3,"D",0,1,0,6,1,3,0,2933
36,9,3,"D",0,0,1,5,0,1,0,2934
32,0,3,"C",1,0,0,6,0,1,3,2935
56,5,1,"C",1,1,1,7,0,1,3,2936
66,0,5,"B",1,1,0,1,2,0,2,2937
30,6,1,"A",1,0,0,3,0,1,1,2938
26,9,2,"A",0,1,0,7,1,1,1,2939
25,5,1,"D",1,0,1,3,0,1,0,2940
27,9,2,"D",1,1,0,1,0,3,0,2941
42,1,4,"A",0,1,0,3,0,0,1,2942
35,2,2,"A",0,0,1,4,0,1,1,2943
72,0,4,"B",0,1,0,1,2,0,2,2944
21,1,6,"C",1,0,0,1,0,1,3,2945
50,0,2,"D",0,1,1,4,0,0,0,2946
49,1,2,"A",0,1,1,5,0,1,1,2947
33,6,2,"C",1,1,0,4,1,1,3,2948
52,7,4,"C",1,1,1,4,1,1,3,2949
89,2,1,"A",1,1,1,2,0,1,1,2950
46,6,6,"C",0,1,0,5,2,1,3,2951
50,1,4,"B",0,1,1,4,1,0,2,2952
30,0,2,"D",1,0,1,3,0,1,0,2953
22,2,2,"D",0,0,0,0,0,0,0,2954
32,0,2,"C",1,1,1,6,1,0,3,2955
29,8,4,"D",0,0,0,3,0,1,0,2956
32,1,1,"D",0,0,1,4,0,1,0,2957
53,3,4,"C",0,1,1,4,1,1,3,2958
27,2,3,"D",0,1,1,0,2,3,0,2959
68,2,2,"C",1,1,1,2,2,1,3,2960
39,1,1,"A",0,0,1,6,0,1,1,2961
20,6,3,"D",0,0,0,0,0,1,0,2962
38,6,3,"B",0,1,1,5,2,1,2,2963
26,0,2,"A",1,0,1,8,0,3,1,2964
31,1,4,"A",1,0,1,1,0,0,1,2965
22,6,4,"D",0,0,0,0,0,1,0,2966
26,8,2,"D",1,0,0,7,0,1,0,2967
51,6,1,"A",0,0,1,4,0,1,1,2968
35,12,3,"A",1,0,1,4,0,1,1,2969
36,9,2,"C",0,1,1,4,1,1,3,2970
46,9,3,"A",1,1,1,6,2,5,1,2971
53,10,3,"A",0,1,0,3,1,1,1,2972
26,0,4,"D",0,0,0,1,0,3,0,2973
32,8,2,"A",1,1,1,0,2,5,1,2974
69,0,3,"B",0,1,0,6,1,0,2,2975
60,3,2,"C",0,1,1,4,1,1,3,2976
60,0,2,"B",0,1,0,1,1,1,2,2977
26,0,2,"C",0,1,1,4,1,1,3,2978
51,1,4,"B",0,1,1,6,1,1,2,2979
72,1,4,"B",0,1,0,5,2,1,2,2980
43,1,2,"B",1,0,1,4,0,1,2,2981
29,5,1,"D",0,0,0,3,0,1,0,2982
19,8,6,"D",0,0,0,0,0,1,0,2983
27,0,8,"C",1,0,1,0,0,1,3,2984
40,1,5,"C",1,0,1,1,0,1,3,2985
52,1,3,"A",1,1,1,4,0,0,1,2986
23,0,4,"D",0,0,0,0,0,0,0,2987
35,0,2,"B",1,1,1,5,0,1,2,2988
25,1,2,"A",0,1,0,3,1,0,1,2989
47,0,1,"A",1,1,0,2,0,1,1,2990
37,1,2,"A",0,1,1,0,1,1,1,2991
28,1,3,"B",1,0,1,6,0,1,2,2992
25,8,5,"D",0,0,1,6,0,1,0,2993
32,0,3,"B",1,1,1,7,0,6,2,2994
18,1,7,"B",1,0,0,3,0,5,2,2995
79,1,1,"D",0,1,0,2,0,1,0,2996
49,0,1,"B",1,0,1,4,0,0,2,2997
49,0,4,"B",0,1,1,3,0,1,2,2998
45,1,4,"C",1,1,1,4,1,1,3,2999
28,1,3,"D",0,0,1,6,0,1,0,3000
41,1,1,"A",1,0,1,4,0,1,1,3001
37,3,3,"B",1,1,1,4,1,3,2,3002
36,1,3,"B",1,1,1,4,1,3,2,3003
45,4,2,"C",0,1,1,4,1,1,3,3004
40,7,1,"A",0,0,1,4,0,1,1,3005
29,1,3,"D",1,0,1,0,0,0,0,3006
73,1,3,"B",1,1,0,2,2,1,2,3007
28,4,1,"B",0,0,0,6,0,3,2,3008
53,2,1,"A",0,0,1,4,0,1,1,3009
19,5,5,"D",1,0,0,0,0,5,0,3010
52,0,2,"C",1,1,1,4,1,1,3,3011
31,9,3,"D",1,0,1,0,0,1,0,3012
68,1,2,"C",0,1,0,5,2,1,3,3013
42,2,2,"C",1,1,1,4,1,1,3,3014
25,1,3,"B",0,1,0,5,2,1,2,3015
37,7,1,"A",0,0,1,3,0,1,1,3016
21,1,6,"D",0,0,0,0,0,0,0,3017
28,0,3,"A",0,1,1,4,1,1,1,3018
50,1,8,"B",1,1,1,4,2,1,2,3019
46,0,2,"B",1,0,0,6,0,1,2,3020
19,13,3,"D",0,0,0,5,0,2,0,3021
28,14,1,"D",0,0,1,0,0,1,0,3022
71,0,1,"A",0,1,0,2,0,1,1,3023
66,0,2,"C",1,1,0,8,2,4,3,3024
57,9,2,"C",1,1,1,7,1,3,3,3025
86,1,2,"C",1,1,1,2,0,1,3,3026
40,0,2,"A",1,1,1,4,1,1,1,3027
49,8,1,"D",1,0,1,0,0,3,0,3028
41,2,3,"C",0,1,0,4,1,1,3,3029
42,0,4,"D",1,1,0,1,0,0,0,3030
80,6,2,"C",1,1,1,4,1,1,3,3031
38,1,4,"C",0,1,1,4,1,1,3,3032
74,1,2,"A",1,1,1,2,2,1,1,3033
30,9,5,"D",1,0,0,6,0,1,0,3034
20,4,4,"D",1,0,0,0,0,1,0,3035
43,1,1,"A",1,0,1,4,0,0,1,3036
32,7,4,"D",0,0,1,6,0,1,0,3037
53,1,3,"B",0,1,1,5,2,1,2,3038
23,2,6,"D",1,0,0,0,0,4,0,3039
52,7,1,"C",0,1,0,4,0,1,3,3040
45,4,4,"C",1,1,1,4,1,5,3,3041
63,0,5,"C",0,1,0,3,1,1,3,3042
35,0,3,"D",0,1,0,8,0,0,0,3043
39,8,3,"C",0,0,1,4,0,1,3,3044
37,0,7,"D",0,1,1,0,0,0,0,3045
47,10,2,"D",1,1,0,1,0,3,0,3046
65,1,2,"A",0,1,1,2,2,1,1,3047
25,1,5,"C",0,0,0,0,0,0,3,3048
40,9,3,"A",0,0,1,4,0,1,1,3049
27,0,6,"D",0,0,1,5,0,1,0,3050
19,0,3,"D",0,0,0,0,0,1,0,3051
56,0,2,"C",1,1,1,4,1,3,3,3052
53,1,2,"C",0,0,1,4,0,0,3,3053
39,0,1,"C",1,1,1,4,0,4,3,3054
55,0,4,"C",0,1,1,3,1,3,3,3055
65,0,2,"A",0,1,1,2,0,4,1,3056
26,0,6,"B",1,0,1,1,0,0,2,3057
40,5,1,"A",0,0,0,3,0,3,1,3058
42,1,4,"B",0,1,0,5,1,1,2,3059
37,1,4,"A",0,1,1,3,0,1,1,3060
22,0,5,"D",1,0,0,0,0,1,0,3061
33,0,5,"D",1,1,0,0,0,6,0,3062
28,0,3,"D",0,1,0,5,1,1,0,3063
32,1,3,"D",1,0,1,0,0,1,0,3064
33,2,1,"A",1,1,1,0,2,6,1,3065
36,5,2,"A",0,1,1,3,0,1,1,3066
27,8,1,"D",1,0,0,7,0,1,0,3067
18,0,3,"D",0,0,0,0,0,5,0,3068
59,0,2,"C",1,0,1,4,0,1,3,3069
53,0,3,"B",0,1,1,5,2,1,2,3070
20,1,2,"D",0,0,0,0,0,0,0,3071
40,7,1,"A",1,0,1,6,0,1,1,3072
37,9,2,"A",0,1,1,5,2,3,1,3073
31,8,2,"A",0,1,0,6,0,5,1,3074
35,0,2,"D",0,1,1,3,0,1,0,3075
39,5,3,"B",1,0,1,4,0,1,2,3076
79,2,1,"D",0,1,1,2,0,1,0,3077
42,8,2,"C",0,1,1,4,1,1,3,3078
42,1,3,"C",0,1,0,1,1,1,3,3079
32,9,4,"A",1,0,0,1,0,6,1,3080
52,1,3,"A",1,1,1,1,1,3,1,3081
59,1,2,"C",0,1,1,4,2,1,3,3082
51,4,3,"C",0,1,1,5,2,1,3,3083
32,0,1,"D",1,0,1,0,0,0,0,3084
40,1,2,"C",1,0,0,6,0,3,3,3085
61,3,1,"A",1,0,1,3,0,1,1,3086
86,8,2,"B",1,1,0,2,2,1,2,3087
29,10,2,"B",1,1,1,4,0,1,2,3088
46,1,4,"D",0,0,0,8,0,3,0,3089
28,8,3,"C",0,0,1,4,0,1,3,3090
53,1,1,"A",1,0,1,1,0,1,1,3091
32,0,6,"D",0,0,0,3,0,3,0,3092
31,6,3,"C",1,0,0,0,0,1,3,3093
25,9,4,"A",0,0,0,6,0,1,1,3094
38,0,2,"C",1,1,1,6,1,1,3,3095
43,0,2,"C",1,1,1,4,1,4,3,3096
20,1,2,"D",0,0,0,0,0,3,0,3097
33,1,2,"A",0,1,1,3,0,2,1,3098
38,5,7,"A",0,1,1,4,0,1,1,3099
27,1,4,"C",0,0,0,0,0,1,3,3100
35,0,5,"D",0,1,0,3,1,1,0,3101
36,0,3,"B",1,1,0,1,0,5,2,3102
20,7,2,"D",1,0,0,8,0,1,0,3103
53,6,1,"D",1,1,1,8,0,1,0,3104
32,0,2,"D",1,0,1,1,0,1,0,3105
55,1,3,"B",0,1,1,3,1,2,2,3106
37,0,2,"C",0,1,1,3,1,1,3,3107
43,1,7,"D",0,0,1,0,0,1,0,3108
40,0,1,"A",1,0,1,3,0,3,1,3109
87,1,1,"A",1,1,0,2,0,1,1,3110
86,13,1,"A",0,1,0,2,0,1,1,3111
42,11,1,"D",1,0,1,1,0,1,0,3112
37,0,1,"B",0,0,1,4,0,1,2,3113
19,0,4,"D",0,0,0,6,0,1,0,3114
42,7,5,"B",0,1,0,4,1,1,2,3115
33,0,4,"D",0,1,0,6,0,0,0,3116
41,8,2,"B",0,1,1,4,0,1,2,3117
22,10,4,"D",0,0,0,0,0,1,0,3118
32,1,2,"B",1,0,1,4,0,1,2,3119
83,0,3,"B",0,1,1,5,2,1,2,3120
30,4,4,"D",1,0,1,0,0,1,0,3121
27,9,8,"D",0,0,0,4,0,1,0,3122
35,8,1,"B",1,0,1,4,0,1,2,3123
23,1,2,"D",0,0,0,0,0,1,0,3124
56,0,3,"B",0,1,1,4,1,1,2,3125
25,1,3,"B",1,0,0,6,0,1,2,3126
27,14,1,"D",1,0,0,7,0,1,0,3127
43,3,2,"B",0,1,1,6,1,1,2,3128
40,1,5,"A",0,1,1,4,1,1,1,3129
45,4,4,"B",1,1,0,4,1,1,2,3130
82,0,2,"C",1,1,0,2,2,1,3,3131
28,1,1,"A",1,0,1,4,0,1,1,3132
63,0,4,"C",1,1,1,4,2,1,3,3133
35,13,2,"B",1,0,1,4,0,1,2,3134
25,8,3,"A",0,0,1,8,0,1,1,3135
49,2,4,"C",0,1,1,4,1,5,3,3136
47,1,2,"B",1,1,1,4,0,1,2,3137
30,0,2,"B",0,1,1,4,1,1,2,3138
40,0,1,"A",1,1,1,6,0,5,1,3139
39,7,5,"A",0,1,1,0,1,3,1,3140
61,1,5,"B",0,1,1,4,1,0,2,3141
28,1,4,"A",1,0,0,1,0,0,1,3142
18,0,3,"D",0,0,0,0,0,0,0,3143
55,0,4,"C",1,1,1,4,1,1,3,3144
39,5,2,"D",0,0,0,1,0,1,0,3145
29,10,5,"D",1,0,1,6,0,1,0,3146
66,1,2,"A",0,1,0,1,0,1,1,3147
46,1,1,"D",1,0,1,1,0,1,0,3148
52,0,3,"C",1,1,1,4,1,2,3,3149
84,1,2,"B",1,1,0,2,2,1,2,3150
27,5,3,"D",1,0,0,0,0,5,0,3151
37,1,3,"B",1,1,1,4,1,3,2,3152
46,9,1,"D",1,0,0,7,0,1,0,3153
22,0,3,"D",1,0,0,0,0,1,0,3154
42,0,2,"C",0,1,1,4,1,1,3,3155
35,1,2,"B",1,1,1,4,0,3,2,3156
39,5,3,"D",0,1,0,5,2,0,0,3157
27,0,4,"B",1,0,1,0,0,1,2,3158
65,1,2,"B",0,1,0,1,2,1,2,3159
39,0,3,"C",1,1,1,4,1,3,3,3160
31,4,4,"A",0,0,1,4,0,1,1,3161
48,1,6,"A",1,1,0,1,1,3,1,3162
40,12,3,"B",1,1,1,1,1,1,2,3163
26,2,4,"B",0,0,0,6,0,1,2,3164
35,0,1,"A",0,0,1,4,0,1,1,3165
49,5,1,"D",0,0,1,6,0,1,0,3166
26,7,4,"A",0,1,0,4,0,0,1,3167
49,2,2,"C",1,1,1,4,1,1,3,3168
19,1,8,"D",0,0,0,0,0,0,0,3169
39,2,3,"B",0,0,1,4,0,0,2,3170
37,0,4,"B",0,1,1,5,2,1,2,3171
41,0,1,"A",0,0,1,6,0,1,1,3172
26,8,2,"D",1,0,1,7,0,1,0,3173
38,1,3,"A",1,1,0,6,1,0,1,3174
35,0,3,"C",0,1,1,4,0,1,3,3175
38,0,1,"C",1,0,0,6,0,1,3,3176
70,1,2,"A",0,1,0,5,2,1,1,3177
21,9,3,"D",0,0,0,6,0,2,0,3178
58,8,1,"B",0,1,1,4,0,3,2,3179
28,5,5,"C",1,0,0,4,0,3,3,3180
57,0,1,"A",0,1,0,5,0,1,1,3181
37,1,2,"B",0,1,1,4,1,1,2,3182
52,1,3,"D",1,1,0,8,2,0,0,3183
35,0,5,"D",1,1,0,1,1,0,0,3184
30,4,2,"D",1,1,1,6,0,1,0,3185
31,14,3,"A",1,0,1,4,0,5,1,3186
37,0,2,"A",0,1,1,6,1,1,1,3187
71,0,2,"B",0,1,1,5,2,1,2,3188
66,0,1,"D",0,1,1,0,0,0,0,3189
26,0,4,"D",0,0,1,4,0,0,0,3190
31,8,4,"D",1,0,0,0,0,1,0,3191
67,0,6,"B",0,1,1,4,1,4,2,3192
51,1,5,"C",1,1,1,4,1,1,3,3193
39,7,1,"B",1,0,1,4,0,1,2,3194
60,2,2,"C",1,1,1,4,1,3,3,3195
36,9,2,"C",0,1,1,6,1,1,3,3196
30,0,1,"A",1,0,0,1,0,1,1,3197
60,1,2,"A",1,1,1,4,0,1,1,3198
40,6,2,"C",1,1,1,4,1,1,3,3199
83,0,2,"B",1,1,0,2,2,1,2,3200
33,0,5,"D",0,1,0,6,1,1,0,3201
43,1,4,"B",0,1,1,3,1,0,2,3202
71,0,5,"D",0,1,0,2,0,3,0,3203
50,1,5,"B",0,1,1,5,2,1,2,3204
57,1,2,"C",0,1,1,4,1,1,3,3205
35,2,2,"C",0,1,1,4,1,1,3,3206
66,0,3,"B",1,1,1,4,2,1,2,3207
46,0,1,"B",1,1,1,4,0,3,2,3208
26,1,1,"D",0,0,0,0,0,0,0,3209
21,1,3,"D",0,0,0,0,0,3,0,3210
42,8,2,"C",1,0,1,4,0,1,3,3211
40,1,2,"B",1,1,1,3,0,1,2,3212
27,0,4,"D",0,0,0,6,0,4,0,3213
37,2,2,"C",1,1,1,4,0,2,3,3214
35,9,3,"A",0,0,1,4,0,1,1,3215
28,0,1,"D",0,0,1,0,0,1,0,3216
27,6,2,"D",0,0,0,3,0,1,0,3217
81,1,1,"C",1,1,1,2,0,1,3,3218
25,0,2,"D",0,0,1,6,0,1,0,3219
72,1,2,"C",0,1,1,5,2,1,3,3220
33,0,5,"C",1,0,1,6,0,1,3,3221
40,7,2,"B",0,1,1,1,0,3,2,3222
52,3,1,"B",0,0,1,4,0,1,2,3223
48,2,4,"C",1,1,1,4,1,1,3,3224
31,0,4,"D",1,0,0,0,0,1,0,3225
35,1,1,"B",1,0,1,4,0,1,2,3226
63,0,1,"B",1,0,0,3,0,5,2,3227
37,7,2,"C",1,1,1,4,1,5,3,3228
67,9,3,"B",1,1,1,4,0,1,2,3229
37,1,1,"B",1,0,1,0,0,1,2,3230
22,7,4,"D",0,0,0,0,0,3,0,3231
46,4,3,"C",1,1,1,3,0,1,3,3232
41,6,2,"C",0,1,1,4,1,1,3,3233
59,1,2,"A",1,0,1,3,0,1,1,3234
84,0,3,"A",0,1,1,2,0,1,1,3235
50,1,3,"A",0,1,1,4,0,1,1,3236
74,12,2,"C",1,1,1,2,2,1,3,3237
48,0,3,"A",0,0,1,3,0,1,1,3238
47,1,4,"C",0,1,1,3,1,1,3,3239
45,0,5,"C",1,1,1,1,2,1,3,3240
53,0,4,"A",0,1,1,0,2,1,1,3241
29,8,1,"A",1,0,1,4,0,1,1,3242
50,1,5,"A",1,0,1,1,0,1,1,3243
42,0,1,"B",1,0,1,4,0,5,2,3244
29,8,4,"C",0,0,1,3,0,1,3,3245
46,0,3,"B",0,1,0,1,1,1,2,3246
66,1,2,"C",0,1,1,2,2,0,3,3247
41,8,2,"A",1,1,0,8,0,1,1,3248
82,1,3,"A",0,1,0,2,2,1,1,3249
43,0,2,"C",0,1,0,4,1,1,3,3250
53,0,1,"A",0,1,1,4,0,1,1,3251
29,0,3,"C",0,0,0,0,0,1,3,3252
53,0,3,"C",1,1,1,4,1,1,3,3253
87,1,2,"C",1,1,1,4,2,5,3,3254
62,0,4,"B",0,1,1,3,1,1,2,3255
43,1,3,"A",0,1,1,4,2,1,1,3256
36,8,2,"D",0,0,0,3,0,1,0,3257
30,0,3,"A",1,0,1,6,0,1,1,3258
37,8,1,"D",1,0,0,7,0,1,0,3259
59,0,4,"C",1,1,1,4,1,3,3,3260
35,8,5,"B",1,1,1,4,2,1,2,3261
39,7,3,"C",0,1,0,4,1,1,3,3262
19,0,5,"D",1,0,0,0,0,1,0,3263
40,10,2,"B",1,1,1,7,1,0,2,3264
43,3,4,"A",0,1,0,8,2,0,1,3265
43,6,2,"B",0,1,0,4,0,3,2,3266
29,9,2,"B",0,1,1,4,1,1,2,3267
27,1,2,"D",1,0,1,0,0,1,0,3268
23,6,3,"D",1,0,0,0,0,3,0,3269
42,8,4,"C",0,1,1,4,2,1,3,3270
65,9,3,"D",0,0,1,5,0,1,0,3271
57,1,5,"C",0,1,1,5,1,1,3,3272
30,0,3,"D",0,1,1,6,0,1,0,3273
51,0,4,"B",0,1,1,4,1,1,2,3274
39,10,2,"C",0,1,1,4,0,0,3,3275
41,1,1,"C",1,0,1,4,0,1,3,3276
29,9,4,"C",0,0,0,8,0,3,3,3277
76,0,2,"B",0,1,1,2,0,0,2,3278
23,8,4,"D",0,0,0,0,0,4,0,3279
33,8,2,"D",1,1,1,8,2,1,0,3280
43,3,2,"A",1,0,1,1,0,0,1,3281
32,0,2,"A",0,1,0,6,0,1,1,3282
65,1,1,"B",0,1,1,3,0,1,2,3283
49,1,2,"D",0,1,0,6,0,0,0,3284
48,1,4,"B",1,1,1,7,0,1,2,3285
39,8,2,"D",1,1,1,0,1,1,0,3286
27,1,3,"A",0,0,1,4,0,1,1,3287
76,0,1,"D",0,1,0,3,0,1,0,3288
35,9,2,"C",0,1,1,4,1,1,3,3289
35,8,4,"A",0,1,1,4,0,2,1,3290
48,4,1,"D",1,1,0,6,0,0,0,3291
23,0,3,"D",0,0,0,0,0,5,0,3292
42,5,1,"A",1,1,1,4,0,1,1,3293
41,0,3,"C",0,1,1,4,2,1,3,3294
60,0,2,"A",0,1,1,3,0,3,1,3295
46,1,3,"C",1,1,1,4,1,1,3,3296
20,8,4,"D",1,0,0,0,0,5,0,3297
31,0,4,"C",1,0,0,0,0,1,3,3298
26,0,2,"D",0,0,0,6,0,1,0,3299
28,1,2,"A",0,1,0,4,0,1,1,3300
18,7,6,"D",1,0,0,0,0,1,0,3301
30,7,6,"C",1,0,0,0,0,0,3,3302
39,11,1,"A",1,0,1,3,0,1,1,3303
74,1,2,"A",0,1,1,3,1,1,1,3304
52,9,1,"C",1,0,1,4,0,1,3,3305
55,9,2,"C",0,1,1,5,2,1,3,3306
31,0,4,"C",0,0,1,0,0,1,3,3307
41,0,4,"B",1,0,1,4,0,5,2,3308
59,1,4,"B",0,1,1,4,1,1,2,3309
39,8,2,"D",1,1,1,7,2,1,0,3310
79,9,3,"D",0,1,0,2,0,1,0,3311
26,1,1,"A",0,0,0,6,0,1,1,3312
66,0,3,"A",1,1,1,1,1,1,1,3313
26,7,5,"D",0,0,1,3,0,6,0,3314
41,1,1,"A",1,0,1,4,0,0,1,3315
36,4,3,"A",1,1,0,1,2,2,1,3316
38,3,1,"B",1,0,1,1,0,5,2,3317
81,0,1,"D",0,1,0,5,0,1,0,3318
25,5,3,"B",1,0,0,1,0,0,2,3319
32,0,5,"B",0,0,0,0,0,1,2,3320
28,9,1,"D",0,0,1,0,0,1,0,3321
29,1,4,"A",0,0,0,3,0,0,1,3322
28,7,4,"D",1,0,0,0,0,1,0,3323
26,8,5,"D",0,0,1,0,0,1,0,3324
50,1,2,"A",1,1,1,6,0,2,1,3325
70,1,2,"B",0,1,1,2,0,1,2,3326
