"ID","Gender","Ever_Married","Age","Graduated","Profession","Work_Experience","Spending_Score","Family_Size","Var_1","Segmentation"
2561,"Male","No",32,"Yes","Doctor",0,"Low",4,"Cat_3","D"
2562,"Male","Yes",75,"Yes","Lawyer",1,"Low",1,"Cat_6","A"
2563,"Female","No",39,"Yes","Healthcare",0,"Low",1,"Cat_6","A"
2564,"Male","No",18,"No","Healthcare",1,"Low",3,"Cat_6","D"
2565,"Female","Yes",42,"Yes","Artist",2,"Average",2,"Cat_6","B"
2566,"Male","Yes",48,"Yes","Executive",0,"Average",4,"Cat_4","A"
2567,"Female","Yes",70,"Yes","Artist",0,"High",2,"Cat_6","C"
2568,"Male","Yes",45,"Yes","Artist",1,"Average",2,"Cat_6","B"
2569,"Female","No",29,"Yes","Healthcare",0,"Low",4,"Cat_6","A"
2570,"Male","Yes",50,"Yes","Entertainment",1,"Average",3,"Cat_6","C"
2571,"Female","No",22,"No","Healthcare",0,"Low",6,"Cat_4","D"
2572,"Male","Yes",46,"Yes","Artist",0,"Low",2,"Cat_6","C"
2573,"Male","Yes",39,"No","Artist",3,"Low",2,"Cat_4","A"
2574,"Female","Yes",81,"Yes","Lawyer",8,"High",2,"Cat_6","C"
2575,"Female","Yes",49,"Yes","Artist",1,"Average",3,"Cat_6","C"
2576,"Male","No",43,"Yes","Doctor",1,"Low",3,"Cat_6","A"
2577,"Male","Yes",66,"Yes","Artist",1,"High",2,"Cat_6","B"
2578,"Female","No",29,"Yes","Artist",12,"Low",1,"Cat_6","A"
2579,"Female","Yes",86,"Yes","Lawyer",0,"High",2,"Cat_6","C"
2580,"Male","Yes",70,"Yes","Artist",1,"Average",3,"Cat_6","C"
2581,"Female","Yes",36,"Yes","Artist",1,"Average",2,"Cat_6","B"
2582,"Male","No",35,"Yes","Artist",1,"Low",2,"Cat_3","A"
2583,"Female","Yes",42,"Yes","Artist",0,"High",2,"Cat_2","C"
2584,"Female","Yes",49,"Yes","Doctor",3,"High",3,"Cat_6","B"
2585,"Female","No",20,"No","Artist",0,"Low",3,"Cat_6","D"
2586,"Female","Yes",27,"No","Engineer",1,"Average",9,"Cat_3","D"
2587,"Male","Yes",56,"Yes","Artist",4,"Low",1,"Cat_6","B"
2588,"Male","Yes",67,"No","Artist",1,"Low",1,"Cat_6","B"
2589,"Female","Yes",51,"Yes","Artist",0,"Low",1,"Cat_6","B"
2590,"Male","Yes",49,"Yes","Artist",1,"Average",3,"Cat_6","C"
2591,"Male","Yes",51,"No","Artist",1,"Low",3,"Cat_3","A"
2592,"Female","No",26,"Yes","Artist",1,"Low",9,"Cat_6","C"
2593,"Male","No",59,"Yes","Entertainment",3,"Low",3,"Cat_6","B"
2594,"Female","Yes",31,"Yes","Entertainment",1,"Low",1,"Cat_6","A"
2595,"Male","Yes",43,"No","Executive",1,"High",3,"Cat_4","A"
2596,"Male","Yes",59,"No","Executive",7,"Average",5,"Cat_6","B"
2597,"Female","No",35,"Yes","Engineer",4,"Low",1,"Cat_6","A"
2598,"Male","No",18,"No","Healthcare",14,"Low",3,"Cat_6","D"
2599,"Female","No",48,"Yes","Entertainment",9,"Low",2,"Cat_6","A"
2600,"Female","Yes",88,"Yes","Lawyer",1,"High",2,"Cat_6","B"
2601,"Female","No",30,"Yes","Healthcare",12,"Low",6,"Cat_6","D"
2602,"Female","No",22,"No","Healthcare",6,"Low",3,"Cat_3","D"
2603,"Male","Yes",66,"Yes","Artist",1,"High",2,"Cat_6","C"
2604,"Female","Yes",81,"No","Engineer",0,"High",2,"Cat_6","B"
2605,"Female","Yes",36,"No","Doctor",14,"Average",2,"Cat_6","A"
2606,"Male","Yes",30,"No","Doctor",3,"Average",2,"Cat_4","A"
2607,"Female","No",50,"Yes","Engineer",1,"Low",1,"Cat_6","B"
2608,"Male","Yes",51,"Yes","Artist",1,"Low",2,"Cat_7","B"
2609,"Male","Yes",66,"Yes","Lawyer",0,"High",3,"Cat_6","A"
2610,"Female","Yes",39,"Yes","Engineer",8,"Average",2,"Cat_6","C"
2611,"Female","No",28,"No","Entertainment",0,"Low",5,"Cat_2","D"
2612,"Male","Yes",35,"Yes","Executive",3,"Average",3,"Cat_6","A"
2613,"Female","Yes",50,"Yes","Artist",1,"Low",1,"Cat_6","A"
2614,"Male","No",27,"Yes","Entertainment",3,"Low",2,"Cat_6","A"
2615,"Male","Yes",60,"Yes","Marketing",1,"High",5,"Cat_6","C"
2616,"Male","Yes",52,"No","Entertainment",1,"Average",4,"Cat_3","B"
2617,"Male","Yes",32,"No","Marketing",4,"Low",3,"Cat_6","D"
2618,"Female","Yes",42,"Yes","Doctor",0,"Low",1,"Cat_4","B"
2619,"Male","No",48,"Yes","Entertainment",1,"Low",2,"Cat_6","D"
2620,"Male","Yes",75,"Yes","Lawyer",3,"High",2,"Cat_6","A"
2621,"Male","No",26,"Yes","Homemaker",8,"Low",2,"Cat_6","A"
2622,"Female","No",21,"No","Healthcare",0,"Low",7,"Cat_3","D"
2623,"Female","No",53,"No","Artist",7,"Low",1,"Cat_6","C"
2624,"Male","No",32,"Yes","Doctor",0,"Low",3,"Cat_6","D"
2625,"Female","Yes",56,"Yes","Doctor",1,"Average",2,"Cat_3","C"
2626,"Female","No",36,"Yes","Artist",8,"Low",4,"Cat_3","D"
2627,"Male","Yes",83,"Yes","Lawyer",0,"Low",2,"Cat_6","B"
2628,"Male","Yes",42,"Yes","Executive",1,"Low",2,"Cat_6","D"
2629,"Female","Yes",66,"No","Lawyer",3,"High",2,"Cat_6","A"
2630,"Male","Yes",62,"Yes","Executive",0,"High",2,"Cat_6","B"
2631,"Male","Yes",40,"No","Executive",0,"Low",4,"Cat_4","D"
2632,"Male","No",38,"Yes","Artist",2,"Low",1,"Cat_4","D"
2633,"Male","No",18,"No","Healthcare",1,"Low",5,"Cat_4","D"
2634,"Female","Yes",62,"Yes","Artist",3,"Low",2,"Cat_6","C"
2635,"Male","No",23,"No","Healthcare",1,"Low",4,"Cat_6","D"
2636,"Male","No",42,"Yes","Artist",8,"Low",1,"Cat_6","A"
2637,"Female","No",32,"No","Marketing",0,"Low",4,"Cat_6","A"
2638,"Female","No",28,"No","Marketing",0,"Low",5,"Cat_4","A"
2639,"Male","Yes",77,"No","Lawyer",0,"Low",3,"Cat_6","D"
2640,"Male","Yes",35,"Yes","Executive",8,"High",4,"Cat_6","C"
2641,"Female","No",30,"Yes","Healthcare",8,"Low",3,"Cat_2","D"
2642,"Female","No",53,"Yes","Engineer",1,"Low",2,"Cat_6","A"
2643,"Male","Yes",52,"Yes","Executive",1,"High",4,"Cat_6","B"
2644,"Male","No",29,"Yes","Doctor",3,"Low",3,"Cat_4","A"
2645,"Male","No",36,"Yes","Artist",6,"Low",3,"Cat_2","B"
2646,"Female","No",41,"Yes","Artist",0,"Low",1,"Cat_6","A"
2647,"Male","Yes",72,"Yes","Executive",0,"High",4,"Cat_6","C"
2648,"Female","Yes",50,"Yes","Engineer",1,"Low",2,"Cat_6","A"
2649,"Female","Yes",79,"Yes","Lawyer",0,"High",2,"Cat_6","C"
2650,"Female","No",23,"No","Marketing",4,"Low",4,"Cat_6","D"
2651,"Female","No",25,"Yes","Healthcare",0,"Low",1,"Cat_6","D"
2652,"Female","No",40,"Yes","Doctor",1,"Low",1,"Cat_6","B"
2653,"Male","Yes",27,"Yes","Healthcare",2,"Average",2,"Cat_3","A"
2654,"Female","Yes",62,"Yes","Artist",4,"Average",7,"Cat_7","A"
2655,"Male","Yes",29,"Yes","Healthcare",2,"Average",2,"Cat_2","B"
2656,"Female","No",31,"No","Doctor",6,"Low",2,"Cat_3","A"
2657,"Male","Yes",37,"No","Engineer",3,"Average",2,"Cat_6","A"
2658,"Male","No",28,"Yes","Healthcare",1,"Low",4,"Cat_6","C"
2659,"Female","No",26,"Yes","Artist",1,"Low",5,"Cat_6","A"
2660,"Female","No",33,"No","Healthcare",1,"Low",3,"Cat_6","B"
2661,"Male","Yes",59,"Yes","Artist",3,"Low",4,"Cat_6","A"
2662,"Male","Yes",57,"Yes","Artist",3,"Average",2,"Cat_6","C"
2663,"Female","No",43,"Yes","Marketing",1,"Low",1,"Cat_6","D"
2664,"Female","Yes",50,"Yes","Entertainment",0,"Average",4,"Cat_2","B"
2665,"Female","No",29,"Yes","Artist",14,"Low",2,"Cat_6","B"
2666,"Male","No",29,"No","Engineer",0,"Low",5,"Cat_3","A"
2667,"Female","Yes",37,"Yes","Artist",5,"Low",2,"Cat_6","D"
2668,"Female","Yes",75,"Yes","Lawyer",2,"High",4,"Cat_6","B"
2669,"Male","No",19,"No","Entertainment",0,"Low",6,"Cat_4","A"
2670,"Female","No",42,"Yes","Artist",1,"Low",1,"Cat_3","B"
2671,"Female","Yes",28,"Yes","Doctor",0,"Average",2,"Cat_2","A"
2672,"Male","Yes",45,"Yes","Artist",0,"Average",4,"Cat_6","B"
2673,"Male","No",40,"No","Entertainment",1,"Low",1,"Cat_4","A"
2674,"Male","No",42,"Yes","Artist",12,"Low",1,"Cat_3","A"
2675,"Female","No",49,"Yes","Artist",3,"Low",1,"Cat_6","C"
2676,"Male","Yes",46,"No","Entertainment",8,"Low",2,"Cat_6","D"
2677,"Male","Yes",29,"Yes","Artist",1,"Average",3,"Cat_3","B"
2678,"Female","Yes",72,"Yes","Lawyer",0,"High",2,"Cat_6","A"
2679,"Male","No",26,"Yes","Healthcare",0,"Low",3,"Cat_3","C"
2680,"Female","Yes",50,"Yes","Engineer",2,"Average",3,"Cat_6","C"
2681,"Male","No",33,"Yes","Doctor",0,"Low",3,"Cat_6","C"
2682,"Male","Yes",57,"Yes","Doctor",3,"Low",1,"Cat_6","A"
2683,"Female","Yes",35,"Yes","Artist",7,"Average",2,"Cat_6","C"
2684,"Female","Yes",51,"Yes","Artist",1,"Average",6,"Cat_6","C"
2685,"Male","Yes",52,"Yes","Entertainment",0,"Average",6,"Cat_4","C"
2686,"Male","No",20,"No","Entertainment",5,"Low",2,"Cat_6","D"
2687,"Male","No",33,"No","Marketing",1,"Low",6,"Cat_4","D"
2688,"Male","Yes",58,"Yes","Artist",0,"Average",3,"Cat_3","C"
2689,"Female","No",37,"No","Artist",3,"Low",1,"Cat_6","A"
2690,"Female","Yes",38,"Yes","Doctor",1,"Low",4,"Cat_3","A"
2691,"Female","No",27,"No","Healthcare",14,"Low",1,"Cat_6","D"
2692,"Male","Yes",43,"Yes","Entertainment",8,"Low",2,"Cat_6","B"
2693,"Female","No",18,"No","Healthcare",0,"Low",5,"Cat_6","D"
2694,"Female","No",29,"No","Healthcare",0,"Low",3,"Cat_6","D"
2695,"Male","Yes",86,"No","Lawyer",2,"Average",2,"Cat_6","A"
2696,"Male","No",32,"No","Healthcare",7,"Low",5,"Cat_3","D"
2697,"Female","Yes",52,"No","Engineer",0,"Low",6,"Cat_4","A"
2698,"Male","Yes",53,"Yes","Artist",1,"Average",4,"Cat_6","C"
2699,"Male","No",29,"No","Healthcare",9,"Low",3,"Cat_3","D"
2700,"Male","Yes",58,"Yes","Artist",2,"Low",1,"Cat_6","A"
2701,"Male","No",22,"No","Healthcare",3,"Low",5,"Cat_2","D"
2702,"Female","Yes",39,"Yes","Artist",0,"Average",4,"Cat_6","C"
2703,"Male","Yes",40,"Yes","Engineer",12,"Average",3,"Cat_6","A"
2704,"Female","No",23,"No","Healthcare",3,"Low",5,"Cat_6","D"
2705,"Female","Yes",79,"Yes","Lawyer",14,"High",3,"Cat_6","C"
2706,"Female","Yes",70,"Yes","Lawyer",0,"High",2,"Cat_6","B"
2707,"Female","No",27,"No","Artist",0,"Low",6,"Cat_6","D"
2708,"Male","Yes",47,"No","Executive",1,"High",2,"Cat_3","B"
2709,"Male","Yes",58,"Yes","Executive",3,"Average",4,"Cat_3","B"
2710,"Male","Yes",26,"No","Entertainment",3,"High",6,"Cat_4","D"
2711,"Male","Yes",40,"No","Engineer",6,"Average",5,"Cat_4","D"
2712,"Male","Yes",35,"Yes","Executive",1,"Average",2,"Cat_6","A"
2713,"Male","Yes",31,"Yes","Healthcare",0,"Low",2,"Cat_6","C"
2714,"Female","Yes",43,"Yes","Artist",1,"High",4,"Cat_3","C"
2715,"Male","No",21,"No","Doctor",4,"Low",3,"Cat_2","D"
2716,"Female","No",29,"Yes","Artist",1,"Low",3,"Cat_6","C"
2717,"Female","No",18,"No","Healthcare",1,"Low",3,"Cat_6","D"
2718,"Male","No",28,"Yes","Artist",0,"Low",3,"Cat_4","B"
2719,"Female","No",27,"Yes","Healthcare",0,"Low",4,"Cat_6","C"
2720,"Female","Yes",47,"Yes","Doctor",8,"Average",2,"Cat_6","C"
2721,"Male","Yes",52,"Yes","Marketing",1,"High",4,"Cat_6","C"
2722,"Female","No",42,"No","Marketing",5,"Low",2,"Cat_6","D"
2723,"Female","Yes",57,"Yes","Artist",2,"High",3,"Cat_6","C"
2724,"Male","Yes",61,"Yes","Executive",0,"High",2,"Cat_6","C"
2725,"Male","No",33,"Yes","Artist",0,"Low",3,"Cat_4","C"
2726,"Female","Yes",41,"Yes","Artist",11,"Average",4,"Cat_6","C"
2727,"Female","No",39,"Yes","Doctor",9,"Low",3,"Cat_6","A"
2728,"Male","No",40,"Yes","Doctor",4,"Low",2,"Cat_6","C"
2729,"Female","Yes",52,"Yes","Artist",1,"Low",3,"Cat_2","C"
2730,"Female","Yes",48,"Yes","Artist",3,"Average",2,"Cat_3","B"
2731,"Female","No",33,"Yes","Doctor",3,"Low",3,"Cat_6","D"
2732,"Male","No",43,"Yes","Artist",0,"Low",1,"Cat_3","A"
2733,"Female","No",51,"Yes","Artist",0,"Low",1,"Cat_6","B"
2734,"Female","Yes",36,"Yes","Entertainment",6,"Low",2,"Cat_6","B"
2735,"Male","Yes",38,"Yes","Entertainment",8,"Low",2,"Cat_3","B"
2736,"Female","No",30,"Yes","Artist",0,"Low",5,"Cat_2","A"
2737,"Male","No",39,"Yes","Marketing",1,"Low",4,"Cat_3","D"
2738,"Female","No",46,"Yes","Entertainment",1,"Low",2,"Cat_6","A"
2739,"Male","Yes",43,"No","Executive",3,"High",4,"Cat_6","B"
2740,"Male","Yes",70,"Yes","Lawyer",0,"High",2,"Cat_6","B"
2741,"Female","Yes",41,"Yes","Entertainment",9,"Low",1,"Cat_7","D"
2742,"Female","Yes",39,"Yes","Engineer",1,"Low",1,"Cat_3","A"
2743,"Female","No",51,"Yes","Artist",0,"Low",2,"Cat_6","C"
2744,"Male","No",20,"No","Healthcare",1,"Low",4,"Cat_6","D"
2745,"Female","Yes",30,"Yes","Doctor",3,"Average",2,"Cat_3","B"
2746,"Male","No",26,"Yes","Marketing",10,"Low",1,"Cat_6","D"
2747,"Male","No",31,"No","Marketing",4,"Low",1,"Cat_3","D"
2748,"Female","No",33,"Yes","Healthcare",0,"Low",3,"Cat_4","B"
2749,"Female","No",21,"No","Doctor",3,"Low",3,"Cat_6","D"
2750,"Male","Yes",83,"No","Lawyer",3,"High",2,"Cat_6","B"
2751,"Female","Yes",70,"Yes","Engineer",0,"High",2,"Cat_6","B"
2752,"Female","Yes",60,"No","Artist",3,"Average",3,"Cat_6","C"
2753,"Male","No",33,"Yes","Healthcare",1,"Low",3,"Cat_6","A"
2754,"Female","No",71,"No","Engineer",1,"Low",1,"Cat_4","A"
2755,"Male","Yes",29,"Yes","Engineer",5,"Low",2,"Cat_4","A"
2756,"Female","No",41,"No","Marketing",1,"Low",1,"Cat_6","D"
2757,"Male","Yes",55,"Yes","Artist",1,"Average",2,"Cat_6","C"
2758,"Male","No",29,"No","Entertainment",1,"Low",4,"Cat_4","C"
2759,"Male","Yes",76,"Yes","Lawyer",1,"Low",1,"Cat_6","A"
2760,"Female","No",23,"No","Healthcare",0,"Low",3,"Cat_6","D"
2761,"Female","No",18,"No","Healthcare",7,"Low",3,"Cat_4","D"
2762,"Female","Yes",49,"Yes","Engineer",6,"Low",3,"Cat_3","D"
2763,"Male","No",19,"No","Healthcare",9,"Low",5,"Cat_6","D"
2764,"Male","Yes",81,"Yes","Executive",1,"High",3,"Cat_6","C"
2765,"Female","No",35,"Yes","Artist",9,"Low",1,"Cat_6","B"
2766,"Male","Yes",59,"No","Doctor",0,"Average",2,"Cat_6","B"
2767,"Female","No",32,"No","Healthcare",1,"Low",5,"Cat_4","B"
2768,"Male","Yes",35,"Yes","Artist",3,"Average",4,"Cat_3","D"
2769,"Female","Yes",63,"Yes","Artist",1,"Low",1,"Cat_2","C"
2770,"Female","No",21,"No","Healthcare",0,"Low",3,"Cat_4","D"
2771,"Female","Yes",77,"No","Lawyer",0,"High",3,"Cat_6","A"
2772,"Male","No",36,"Yes","Artist",2,"Low",1,"Cat_6","C"
2773,"Female","No",22,"No","Healthcare",0,"Low",5,"Cat_4","D"
2774,"Male","Yes",26,"No","Executive",5,"High",4,"Cat_6","D"
2775,"Male","Yes",82,"Yes","Lawyer",7,"Low",1,"Cat_6","A"
2776,"Male","No",18,"No","Healthcare",2,"Low",4,"Cat_6","D"
2777,"Male","Yes",35,"Yes","Artist",0,"Average",2,"Cat_6","C"
2778,"Male","Yes",36,"No","Doctor",0,"Average",2,"Cat_7","A"
2779,"Male","Yes",59,"Yes","Artist",1,"Low",2,"Cat_6","A"
2780,"Male","Yes",61,"No","Artist",0,"Average",2,"Cat_6","C"
2781,"Female","No",37,"Yes","Entertainment",0,"Low",1,"Cat_6","A"
2782,"Female","No",25,"No","Healthcare",1,"Low",5,"Cat_4","B"
2783,"Female","No",28,"No","Healthcare",0,"Low",4,"Cat_2","B"
2784,"Female","Yes",56,"Yes","Artist",3,"Low",2,"Cat_6","C"
2785,"Male","No",29,"Yes","Healthcare",0,"Low",4,"Cat_7","B"
2786,"Female","Yes",86,"Yes","Lawyer",1,"High",2,"Cat_6","C"
2787,"Male","No",45,"Yes","Artist",0,"Low",2,"Cat_6","A"
2788,"Female","No",33,"No","Homemaker",9,"Low",1,"Cat_6","D"
2789,"Female","No",25,"Yes","Artist",3,"Low",5,"Cat_4","B"
2790,"Male","Yes",59,"Yes","Artist",1,"Average",3,"Cat_6","C"
2791,"Female","No",20,"No","Healthcare",3,"Low",3,"Cat_1","D"
2792,"Male","Yes",75,"No","Lawyer",0,"Low",1,"Cat_6","D"
2793,"Male","No",47,"Yes","Entertainment",2,"Low",3,"Cat_1","A"
2794,"Female","No",32,"No","Homemaker",8,"Low",1,"Cat_6","D"
2795,"Female","No",43,"Yes","Artist",1,"Low",1,"Cat_6","A"
2796,"Male","Yes",69,"Yes","Lawyer",1,"Low",1,"Cat_6","B"
2797,"Male","Yes",38,"No","Entertainment",1,"Low",3,"Cat_4","A"
2798,"Female","No",29,"No","Engineer",1,"Low",4,"Cat_6","C"
2799,"Male","Yes",56,"Yes","Artist",0,"Low",1,"Cat_6","D"
2800,"Female","Yes",51,"No","Engineer",3,"Average",3,"Cat_4","B"
2801,"Male","Yes",53,"Yes","Executive",9,"Low",1,"Cat_4","D"
2802,"Female","No",37,"Yes","Artist",1,"Low",1,"Cat_3","A"
2803,"Male","Yes",28,"No","Executive",1,"High",5,"Cat_6","A"
2804,"Female","Yes",48,"Yes","Artist",3,"Average",3,"Cat_4","A"
2805,"Female","Yes",74,"Yes","Artist",0,"Average",2,"Cat_6","B"
2806,"Male","Yes",51,"Yes","Entertainment",1,"Average",4,"Cat_6","C"
2807,"Female","Yes",88,"Yes","Lawyer",0,"Low",1,"Cat_6","D"
2808,"Female","Yes",50,"Yes","Artist",0,"Average",2,"Cat_3","C"
2809,"Male","No",19,"No","Healthcare",1,"Low",7,"Cat_4","D"
2810,"Female","No",28,"Yes","Healthcare",5,"Low",3,"Cat_6","D"
2811,"Female","No",32,"Yes","Artist",6,"Low",1,"Cat_3","B"
2812,"Female","Yes",45,"Yes","Executive",1,"High",3,"Cat_3","B"
2813,"Male","Yes",56,"Yes","Healthcare",3,"High",3,"Cat_6","B"
2814,"Female","No",33,"Yes","Artist",1,"Low",2,"Cat_6","C"
2815,"Male","No",29,"Yes","Artist",3,"Low",3,"Cat_6","D"
2816,"Male","Yes",53,"Yes","Executive",1,"High",4,"Cat_4","B"
2817,"Female","No",18,"No","Healthcare",1,"Low",3,"Cat_6","D"
2818,"Male","No",45,"Yes","Entertainment",1,"Low",1,"Cat_7","A"
2819,"Male","Yes",86,"Yes","Artist",0,"Low",3,"Cat_6","A"
2820,"Female","No",26,"Yes","Doctor",9,"Low",4,"Cat_6","D"
2821,"Male","Yes",46,"Yes","Doctor",7,"Average",2,"Cat_6","C"
2822,"Male","Yes",35,"Yes","Healthcare",6,"Average",2,"Cat_6","A"
2823,"Female","No",32,"Yes","Marketing",8,"Low",6,"Cat_1","A"
2824,"Male","Yes",36,"Yes","Artist",3,"Average",2,"Cat_6","C"
2825,"Female","Yes",25,"Yes","Artist",8,"Average",2,"Cat_4","C"
2826,"Female","Yes",63,"Yes","Artist",0,"Average",4,"Cat_6","C"
2827,"Female","No",23,"No","Healthcare",9,"Low",4,"Cat_6","D"
2828,"Female","No",26,"Yes","Engineer",9,"Low",8,"Cat_6","A"
2829,"Female","Yes",46,"Yes","Artist",1,"High",3,"Cat_6","C"
2830,"Male","Yes",70,"No","Engineer",0,"Average",2,"Cat_6","B"
2831,"Female","Yes",40,"Yes","Engineer",1,"Average",4,"Cat_5","B"
2832,"Male","No",33,"Yes","Entertainment",6,"Low",1,"Cat_6","A"
2833,"Male","Yes",48,"Yes","Homemaker",10,"Low",3,"Cat_6","C"
2834,"Male","No",39,"Yes","Entertainment",9,"Low",2,"Cat_3","D"
2835,"Female","Yes",45,"Yes","Artist",3,"Average",2,"Cat_6","A"
2836,"Male","Yes",61,"Yes","Artist",1,"Average",3,"Cat_6","C"
2837,"Male","Yes",52,"Yes","Marketing",1,"Low",3,"Cat_3","D"
2838,"Female","Yes",26,"No","Entertainment",1,"Average",2,"Cat_4","A"
2839,"Female","Yes",45,"Yes","Homemaker",8,"Low",3,"Cat_3","A"
2840,"Female","Yes",40,"No","Engineer",1,"Low",2,"Cat_6","A"
2841,"Male","No",42,"Yes","Marketing",1,"Low",3,"Cat_6","D"
2842,"Male","No",19,"No","Healthcare",0,"Low",3,"Cat_6","D"
2843,"Female","No",38,"Yes","Artist",3,"Low",1,"Cat_3","B"
2844,"Female","Yes",73,"Yes","Artist",2,"High",2,"Cat_6","C"
2845,"Female","No",29,"Yes","Doctor",9,"Low",5,"Cat_3","B"
2846,"Male","Yes",35,"Yes","Homemaker",9,"Average",4,"Cat_6","A"
2847,"Female","No",26,"Yes","Artist",1,"Low",4,"Cat_6","C"
2848,"Female","No",39,"No","Healthcare",4,"Low",3,"Cat_6","D"
2849,"Male","No",28,"Yes","Healthcare",1,"Low",5,"Cat_6","D"
2850,"Female","No",37,"Yes","Artist",1,"Low",2,"Cat_6","C"
2851,"Female","Yes",36,"Yes","Homemaker",8,"Average",2,"Cat_7","B"
2852,"Male","Yes",41,"No","Executive",0,"Low",3,"Cat_1","D"
2853,"Female","No",39,"Yes","Engineer",1,"Low",1,"Cat_6","A"
2854,"Male","Yes",74,"Yes","Lawyer",1,"Low",1,"Cat_2","C"
2855,"Female","No",23,"No","Healthcare",0,"Low",3,"Cat_4","D"
2856,"Male","No",25,"No","Healthcare",3,"Low",5,"Cat_2","D"
2857,"Female","Yes",50,"No","Artist",0,"Average",5,"Cat_4","B"
2858,"Female","Yes",67,"No","Lawyer",3,"High",2,"Cat_6","D"
2859,"Female","No",30,"Yes","Healthcare",2,"Low",3,"Cat_6","B"
2860,"Male","Yes",66,"No","Entertainment",0,"Average",2,"Cat_6","B"
2861,"Male","Yes",29,"Yes","Entertainment",0,"Low",2,"Cat_6","B"
2862,"Female","Yes",43,"No","Artist",4,"Low",1,"Cat_6","B"
2863,"Female","Yes",56,"Yes","Artist",0,"Low",1,"Cat_6","B"
2864,"Female","Yes",42,"Yes","Engineer",1,"High",3,"Cat_3","A"
2865,"Female","No",39,"Yes","Artist",7,"Low",1,"Cat_6","A"
2866,"Female","No",40,"Yes","Engineer",0,"Low",1,"Cat_6","A"
2867,"Male","No",26,"Yes","Healthcare",3,"Low",1,"Cat_6","D"
2868,"Female","Yes",39,"Yes","Artist",0,"Low",1,"Cat_6","A"
2869,"Female","No",46,"Yes","Engineer",1,"Low",2,"Cat_7","D"
2870,"Female","Yes",40,"Yes","Artist",1,"High",3,"Cat_6","B"
2871,"Female","Yes",78,"No","Lawyer",0,"High",2,"Cat_6","A"
2872,"Female","Yes",45,"Yes","Homemaker",8,"High",4,"Cat_6","B"
2873,"Male","Yes",58,"Yes","Artist",0,"Average",2,"Cat_6","C"
2874,"Female","No",31,"Yes","Entertainment",0,"Low",4,"Cat_6","A"
2875,"Female","Yes",57,"Yes","Engineer",1,"Low",4,"Cat_3","C"
2876,"Male","No",32,"Yes","Healthcare",0,"Low",4,"Cat_6","B"
2877,"Male","Yes",27,"No","Entertainment",6,"Low",4,"Cat_6","A"
2878,"Male","No",27,"No","Entertainment",6,"Low",4,"Cat_6","D"
2879,"Male","No",25,"Yes","Healthcare",9,"Low",4,"Cat_4","C"
2880,"Male","Yes",57,"No","Executive",1,"Low",2,"Cat_6","C"
2881,"Male","No",18,"No","Healthcare",11,"Low",1,"Cat_4","D"
2882,"Female","Yes",69,"Yes","Artist",0,"Low",2,"Cat_6","C"
2883,"Male","Yes",59,"No","Engineer",1,"Low",2,"Cat_4","A"
2884,"Female","Yes",36,"Yes","Entertainment",7,"Average",2,"Cat_6","B"
2885,"Male","No",19,"No","Healthcare",1,"Low",3,"Cat_6","D"
2886,"Female","Yes",40,"Yes","Artist",9,"Low",2,"Cat_6","C"
2887,"Female","No",20,"No","Engineer",8,"Low",5,"Cat_4","D"
2888,"Female","Yes",63,"Yes","Artist",1,"Average",3,"Cat_6","C"
2889,"Female","No",42,"Yes","Homemaker",3,"Low",1,"Cat_6","A"
2890,"Male","Yes",42,"Yes","Entertainment",3,"Average",4,"Cat_6","B"
2891,"Male","Yes",30,"Yes","Entertainment",3,"Average",3,"Cat_4","D"
2892,"Female","Yes",25,"No","Engineer",7,"Average",2,"Cat_4","D"
2893,"Male","Yes",48,"No","Executive",1,"Average",4,"Cat_6","A"
2894,"Female","Yes",52,"Yes","Artist",0,"Low",3,"Cat_6","B"
2895,"Male","Yes",35,"Yes","Artist",8,"Average",2,"Cat_6","C"
2896,"Female","Yes",74,"No","Lawyer",0,"Low",1,"Cat_6","D"
2897,"Female","Yes",33,"No","Homemaker",8,"Average",4,"Cat_4","D"
2898,"Male","Yes",45,"No","Executive",11,"High",9,"Cat_4","A"
2899,"Male","Yes",49,"No","Artist",1,"Low",1,"Cat_6","C"
2900,"Male","Yes",37,"Yes","Doctor",8,"Average",2,"Cat_6","A"
2901,"Female","Yes",40,"No","Engineer",0,"Low",5,"Cat_6","C"
2902,"Female","No",29,"No","Artist",0,"Low",3,"Cat_4","A"
2903,"Male","Yes",72,"No","Executive",2,"High",7,"Cat_4","A"
2904,"Female","Yes",49,"Yes","Homemaker",2,"Average",4,"Cat_6","B"
2905,"Male","No",26,"No","Healthcare",0,"Low",3,"Cat_6","D"
2906,"Male","Yes",55,"Yes","Entertainment",0,"Average",4,"Cat_6","C"
2907,"Male","No",28,"Yes","Entertainment",14,"Low",2,"Cat_6","D"
2908,"Male","No",52,"Yes","Entertainment",1,"Low",1,"Cat_3","A"
2909,"Female","Yes",59,"No","Homemaker",3,"High",2,"Cat_6","B"
2910,"Male","No",19,"No","Healthcare",3,"Low",3,"Cat_6","D"
2911,"Male","Yes",52,"Yes","Artist",3,"Average",3,"Cat_6","C"
2912,"Female","No",41,"No","Artist",0,"Low",1,"Cat_6","A"
2913,"Female","Yes",56,"Yes","Engineer",0,"High",2,"Cat_6","B"
2914,"Female","Yes",51,"Yes","Marketing",9,"Average",1,"Cat_3","A"
